Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,season
2416,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29.0,1994.0,33,29,2670,29.7,4,4,8,4,0,0,7,0,3.9,3.9,5.1,9.0,0.27,0.3,101,134,200,32,11,34.4,1.08,0.37,0.13,0.36,12.4,0,0,0,3.9,3.9,0.12,0.1,0.1,1547,1783,86.8,23646,4501,4,5.1,4.5,-1.1,53,87,40,7,134,1654,128,55,4,6,60,44,16,5,0,0,1547,56,37,17,30,9,56,44.6,31,36,7,29,23,79,32,3,92,3.1,81,3,4,1,3,0,8,0.27,2054,50,355,843,876,141,2054,61,28,45.9,26,42.6,1288,8110,4045,101,65,32,25,34,1518,200,7,0,0,27,32,3,60,23,37,0,0,0,107,5,10,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2418,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22.0,2002.0,24,22,1866,20.7,10,3,13,8,2,3,7,0,8.8,6.4,2.0,8.4,0.53,0.52,30,26,119,46,20,43.5,2.22,0.96,0.17,0.4,14.8,0,2,3,8.8,6.4,0.14,1.2,1.6,309,466,66.3,4149,710,3,2.0,1.8,1.0,16,13,14,3,26,421,44,1,3,3,21,5,0,0,0,0,309,12,7,4,5,3,14,28.6,10,12,0,12,4,16,27,0,43,2.08,30,0,4,3,5,1,5,0.24,706,32,69,311,335,101,703,53,21,39.6,29,54.7,330,1969,810,30,11,21,58,30,491,119,7,0,0,39,43,20,21,4,7,0,0,0,48,51,52,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2419,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,24.0,1999.0,31,5,854,9.5,3,1,4,3,0,0,5,0,2.1,2.1,2.9,5.0,0.42,0.53,21,18,59,23,7,30.4,2.42,0.74,0.13,0.43,14.5,0,0,0,2.1,2.1,0.09,0.9,0.9,118,196,60.2,1692,471,1,2.9,1.8,-1.9,14,4,9,3,18,191,3,0,1,1,21,2,1,0,0,0,118,27,14,12,13,2,27,22.2,21,9,1,8,12,39,17,0,29,3.06,22,0,1,3,3,0,3,0.32,357,19,83,104,181,46,357,34,10,29.4,15,44.1,175,1153,632,21,13,9,24,12,202,59,5,0,0,24,23,8,21,12,14,1,0,0,43,21,30,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2420,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18.0,2006.0,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,7,8,87.5,86,7,0,0.0,0.0,0.0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,7,2,2,2,0,0,6,33.3,4,0,0,0,1,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0,13,3,7,4,2,0,13,1,0,0.0,1,100.0,4,26,11,1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2421,Rui Silva,pt POR,GK,Betis,es La Liga,30.0,1994.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.01,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,412,524,78.6,10283,6196,0,0.1,0.0,-0.1,2,5,0,0,0,404,118,42,0,0,0,0,0,0,0,0,412,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0,5,0.33,5,0,0,0,0,0,0,0.0,553,412,552,1,0,0,553,0,0,,0,,334,1482,710,0,0,0,1,0,277,0,1,0,0,1,2,0,0,0,0,0,1,0,25,2,0,100.0,18.0,1.2,54.0,37.0,72.2,5.0,5.0,5.0,4.0,26.7,3.0,3.0,0.0,0.0,18.4,0.3,1.4,0.1,45.0,144.0,31.3,446.0,70.0,26.0,30.8,194.0,10.0,5.2,31.0,2.07,18.9,2024-2025
2422,Marco Silvestri,it ITA,GK,Empoli,it Serie A,33.0,1991.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,94,148,63.5,3026,2507,0,0.0,0.0,0.0,0,8,0,0,0,124,24,11,0,0,0,0,0,0,0,0,94,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,1,0,0.0,0,0,0,0,0,0,0,0.0,162,130,162,0,0,0,162,0,0,,0,,103,565,359,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,11.0,2.2,27.0,17.0,59.3,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.32,-2.0,-0.41,35.0,85.0,41.2,135.0,16.0,60.7,41.8,62.0,1.0,1.6,4.0,0.8,12.6,2024-2025
2425,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29.0,1995.0,30,1,419,4.7,1,1,2,1,0,0,1,0,2.6,2.6,0.8,3.4,0.43,0.73,11,7,30,13,3,23.1,2.79,0.64,0.08,0.33,16.0,0,0,0,2.6,2.6,0.2,-1.6,-1.6,79,113,69.9,988,151,1,0.8,0.3,0.2,8,5,2,0,7,110,3,0,1,1,3,0,0,0,0,0,79,2,0,0,1,1,6,16.7,5,9,2,7,1,3,6,0,12,2.59,9,0,1,1,1,0,2,0.43,194,8,20,84,95,22,194,12,6,50.0,6,50.0,110,633,285,11,9,3,21,14,144,30,1,0,0,7,16,2,3,1,0,0,0,0,25,8,34,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2426,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,21.0,2002.0,33,26,1926,21.4,2,6,8,2,0,0,4,0,2.2,2.2,5.2,7.4,0.37,0.35,69,49,189,22,7,31.8,1.03,0.33,0.09,0.29,14.5,0,0,0,2.2,2.2,0.1,-0.2,-0.2,600,795,75.5,7159,2076,6,5.2,4.7,0.8,24,30,27,10,49,765,29,0,2,0,49,28,1,0,0,0,600,27,13,6,11,10,30,50.0,15,22,3,19,14,41,22,1,50,2.34,40,0,5,2,3,0,9,0.42,1034,20,173,416,461,87,1034,68,30,44.1,33,48.5,652,3555,1783,69,42,24,55,20,748,189,4,0,0,23,42,7,49,14,13,1,0,0,72,11,23,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2428,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27.0,1997.0,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,455,654,69.6,13411,10784,0,0.0,0.0,0.0,0,12,0,0,0,484,166,49,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,,0,1,0,1,1,1,14,4,6,0.29,5,1,0,0,0,0,0,0.0,704,516,698,7,0,0,704,0,0,,0,,397,2064,1133,0,0,0,1,1,328,0,0,0,0,0,3,0,0,1,0,0,0,0,33,6,0,100.0,14.0,0.67,62.0,47.0,79.0,10.0,8.0,3.0,10.0,47.6,2.0,1.0,1.0,0.0,16.3,0.24,2.3,0.11,106.0,284.0,37.3,533.0,91.0,36.2,34.4,249.0,19.0,7.6,28.0,1.33,15.5,2024-2025
2430,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,18.0,2005.0,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,107,115,93.0,1754,549,0,0.0,0.0,0.0,0,3,0,0,3,110,5,3,0,0,0,1,0,0,0,0,107,1,0,1,0,0,1,0.0,1,1,1,0,0,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,123,9,61,59,3,1,123,1,0,0.0,0,0.0,79,376,190,1,0,0,1,0,101,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2434,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25.0,1999.0,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,0.76,1.0,19,6,38,13,6,46.2,4.96,2.29,0.08,0.17,14.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2,73,93,78.5,1067,200,1,1.4,1.3,-0.4,9,6,2,2,6,92,0,0,0,1,7,0,0,0,0,0,73,7,2,3,2,2,4,0.0,4,3,0,3,1,8,8,0,14,5.29,11,0,1,2,0,0,1,0.38,155,7,18,41,96,23,155,20,8,40.0,10,50.0,95,744,393,19,6,10,6,3,102,38,0,0,0,4,2,1,7,1,2,0,0,0,17,3,7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2435,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29.0,1995.0,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,2,3,7,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,50,66,75.8,682,211,0,0.0,0.0,0.0,1,2,1,0,3,59,7,2,0,0,4,5,0,0,0,0,50,5,1,3,2,0,3,33.3,2,1,0,1,1,6,2,0,2,1.98,2,0,0,0,0,0,0,0.0,77,4,22,35,20,1,77,1,1,100.0,0,0.0,46,262,95,2,2,1,1,1,50,7,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2437,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,28.0,1995.0,13,6,614,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,0.0,0.02,10,43,3,4,2,50.0,0.59,0.29,0.0,0.0,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,435,481,90.4,7809,2959,0,0.0,0.1,0.0,1,33,0,0,43,473,8,6,0,2,1,1,0,0,0,0,435,13,11,9,3,1,11,81.8,2,6,4,2,9,22,28,1,8,1.17,5,0,0,1,0,2,0,0.0,551,56,214,306,34,8,551,4,3,75.0,1,25.0,369,1861,1091,10,10,2,1,5,414,3,2,0,0,4,4,0,1,9,11,0,0,1,32,18,17,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2442,Antonio Sivera,es ESP,GK,Alavés,es La Liga,27.0,1996.0,32,32,2810,31.2,0,0,0,0,0,0,6,1,0.0,0.0,0.1,0.1,0.0,0.0,0,1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,521,967,53.9,22083,19812,0,0.1,0.2,-0.1,1,42,1,0,1,585,379,150,0,0,0,0,0,0,0,0,521,2,1,2,0,0,2,100.0,0,1,0,1,0,2,20,0,11,0.35,6,5,0,0,0,0,0,0.0,1045,762,1021,25,0,0,1045,0,0,,0,,482,3054,2180,0,0,0,0,0,339,0,6,1,0,4,5,0,0,0,1,0,3,1,21,5,1,83.3,39.0,1.25,112.0,75.0,73.2,9.0,10.0,13.0,8.0,25.0,9.0,9.0,0.0,0.0,39.0,0.28,2.0,0.06,297.0,724.0,41.0,735.0,70.0,71.8,47.7,453.0,30.0,6.6,29.0,0.93,12.7,2024-2025
2445,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,23.0,2000.0,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.4,0.4,0.3,0.6,0.0,0.05,16,35,19,5,1,20.0,0.4,0.08,0.0,0.0,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,419,502,83.5,6399,1568,0,0.3,0.3,-0.3,9,32,4,0,35,497,4,3,2,0,5,1,0,0,0,0,419,21,4,6,12,3,15,60.0,6,23,7,16,11,32,11,2,15,1.2,13,1,0,0,1,0,0,0.0,612,29,141,383,92,9,612,12,7,58.3,5,41.7,347,1392,644,16,7,3,12,7,419,19,8,0,0,21,13,0,5,11,4,0,0,0,46,12,6,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2448,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33.0,1991.0,27,27,2364,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,862,1105,78.0,23078,14656,0,0.0,0.0,0.0,0,17,0,0,0,938,162,67,0,0,0,0,0,0,0,0,862,1,0,1,0,0,3,33.3,2,0,0,0,0,1,13,2,4,0.15,4,0,0,0,0,0,0,0.0,1155,870,1146,9,0,0,1155,1,1,100.0,0,0.0,778,3571,1920,0,0,0,0,0,750,0,1,0,0,1,4,0,0,0,0,0,1,0,47,2,1,66.7,33.0,1.26,82.0,50.0,61.0,11.0,12.0,4.0,8.0,29.6,2.0,1.0,1.0,0.0,28.7,0.34,-2.3,-0.09,123.0,329.0,37.4,1005.0,113.0,27.9,31.6,215.0,18.0,8.4,23.0,0.88,13.0,2024-2025
2454,William Smallbone,ie IRL,MF,Southampton,eng Premier League,24.0,2000.0,18,6,690,7.7,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.3,0.13,0.17,5,27,25,7,1,14.3,0.91,0.13,0.14,1.0,17.6,1,0,0,0.6,0.6,0.08,0.4,0.4,270,356,75.8,4399,1203,0,0.7,0.9,-0.7,10,13,4,3,27,294,60,12,1,2,36,4,25,15,7,0,270,20,13,9,9,2,22,31.8,15,8,0,8,2,22,14,2,16,2.09,12,3,0,1,0,0,0,0.0,431,17,83,213,139,17,431,6,4,66.7,2,33.3,193,787,397,5,9,1,12,6,262,25,1,0,0,11,3,0,36,2,13,0,1,0,23,4,6,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2455,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33.0,1991.0,25,19,1590,17.7,0,0,0,0,0,0,7,0,0.7,0.7,0.4,1.1,0.0,0.06,15,49,34,3,0,0.0,0.17,0.0,0.0,,16.9,0,0,0,0.7,0.7,0.22,-0.7,-0.7,514,679,75.7,8452,2723,0,0.4,0.7,-0.4,8,49,10,5,49,550,128,9,1,2,33,119,0,0,0,0,514,24,12,11,7,6,27,51.9,13,13,5,8,15,39,49,1,23,1.3,17,1,1,0,3,1,2,0.11,825,41,240,394,197,8,825,16,6,37.5,7,43.8,366,1552,711,15,18,1,13,7,403,34,7,0,0,19,12,0,33,15,12,0,0,0,50,14,15,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2457,Justin Smith,ca CAN,MF,Espanyol,es La Liga,21.0,2003.0,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,4,6,7,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,40,61,65.6,654,165,0,0.0,0.0,0.0,1,3,0,0,6,58,2,2,0,0,1,0,0,0,0,0,40,9,3,3,6,0,6,66.7,2,5,1,4,4,13,3,0,2,0.86,2,0,0,0,0,0,1,0.43,95,3,33,53,12,0,95,3,1,33.3,2,66.7,41,340,132,4,3,0,4,1,49,7,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2458,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24.0,2000.0,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,0.4,0.26,53,126,127,37,11,29.7,1.63,0.48,0.16,0.55,16.0,0,0,0,4.5,4.5,0.12,1.5,1.5,922,1023,90.1,13141,2429,3,1.4,2.0,1.6,24,80,15,1,126,985,35,6,2,2,16,3,1,0,0,0,922,31,18,7,14,10,24,33.3,16,22,2,20,11,42,16,0,73,3.22,57,0,3,8,2,3,12,0.53,1223,20,166,591,476,60,1223,35,16,45.7,16,45.7,779,3728,1932,53,40,12,36,18,940,127,3,0,0,19,14,4,16,11,18,0,0,0,75,6,20,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2459,Ivan Smolčić,hr CRO,DF,Como,it Serie A,23.0,2000.0,9,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,0.0,0.08,3,23,9,7,3,42.9,1.0,0.43,0.0,0.0,11.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,327,394,83.0,5985,1848,0,0.1,0.1,-0.1,2,18,3,0,23,321,73,15,0,4,4,58,0,0,0,0,327,16,9,8,7,1,13,69.2,4,8,2,6,10,26,24,0,8,1.14,4,2,0,2,0,0,0,0.0,475,29,184,224,70,10,475,2,0,0.0,2,100.0,231,838,306,3,5,0,8,3,256,9,2,0,0,11,5,0,4,10,9,0,1,0,27,11,10,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2461,Simon Sohm,ch SUI,MF,Parma,it Serie A,23.0,2001.0,37,36,2989,33.2,4,0,4,4,0,0,6,0,3.1,3.1,2.1,5.2,0.12,0.16,69,140,67,34,13,38.2,1.02,0.39,0.12,0.31,18.8,0,0,0,3.1,3.1,0.09,0.9,0.9,1050,1233,85.2,16773,4583,0,2.1,2.1,-2.1,20,122,24,3,140,1202,29,15,9,2,15,4,6,1,0,0,1050,28,17,11,13,4,35,45.7,19,11,3,8,26,54,36,0,78,2.35,65,2,5,1,3,2,3,0.09,1467,45,262,900,326,45,1467,35,15,42.9,13,37.1,876,5074,2968,69,55,12,33,23,1042,67,6,0,0,19,30,1,15,26,17,0,0,0,127,29,29,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2462,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25.0,1999.0,19,13,1029,11.4,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.6,0.09,0.14,24,23,61,15,2,13.3,1.31,0.17,0.0,0.0,18.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,155,242,64.0,2177,529,1,0.7,0.8,0.3,9,12,2,1,23,238,2,1,0,2,18,1,0,0,0,0,155,21,14,9,12,0,25,36.0,16,8,0,8,7,28,11,1,26,2.28,17,0,6,0,3,0,2,0.18,446,8,63,166,225,35,446,61,21,34.4,35,57.4,265,1570,631,24,12,10,54,21,302,61,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2463,Arnau Solà,es ESP,MF,Villarreal,es La Liga,21.0,2003.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1,2,50.0,11,3,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,0,2,0,1,0,3,0,0,,0,,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2464,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,26.0,1997.0,27,25,2201,24.5,9,3,12,8,1,1,0,0,10.9,10.1,2.9,13.1,0.45,0.57,31,47,88,59,24,40.7,2.41,0.98,0.14,0.33,12.4,0,1,1,10.9,10.1,0.17,-1.9,-2.1,255,361,70.6,3429,944,3,2.9,1.2,0.1,14,28,9,0,47,321,38,0,3,1,4,2,0,0,0,0,255,18,11,1,12,5,16,25.0,12,20,9,11,1,19,23,0,37,1.51,25,0,0,9,2,1,8,0.33,655,33,74,299,288,112,654,51,17,33.3,31,60.8,385,2126,848,31,23,14,69,51,459,88,0,0,0,36,36,5,4,1,11,0,0,1,38,46,60,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2465,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,25.0,1998.0,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,0.0,0.14,18,20,32,4,3,75.0,0.47,0.36,0.0,0.0,12.7,0,0,0,0.8,0.8,0.2,-0.8,-0.8,141,199,70.9,2301,627,0,0.4,0.3,-0.4,9,14,5,1,20,193,5,1,1,5,7,2,0,0,0,0,141,7,4,0,6,1,6,50.0,3,0,0,0,2,9,8,0,12,1.42,11,0,1,0,0,0,1,0.12,263,7,32,139,98,15,263,15,7,46.7,8,53.3,150,1084,419,18,10,6,15,8,194,32,2,0,0,8,2,2,7,2,4,0,0,0,19,9,19,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2466,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,27.0,1997.0,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,0.13,0.21,17,56,37,25,8,32.0,1.6,0.51,0.04,0.13,19.0,1,0,0,1.8,1.8,0.07,-0.8,-0.8,570,669,85.2,8890,2414,1,1.4,1.9,-0.4,18,43,13,0,56,605,62,28,4,6,34,4,21,11,6,0,570,16,11,9,6,1,23,30.4,16,19,6,13,8,24,21,2,51,3.26,31,9,2,5,3,1,2,0.13,794,27,180,409,210,26,794,18,8,44.4,9,50.0,367,1806,783,17,17,4,14,14,539,37,6,0,0,26,19,0,34,8,11,0,0,0,64,10,12,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2467,Julio Soler,ar ARG,"DF,FW",Bournemouth,eng Premier League,19.0,2005.0,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,11,14,78.6,104,18,0,0.0,0.0,0.0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,11,1,1,1,0,0,1,100.0,0,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,17,0,3,6,8,0,17,0,0,,0,,12,30,8,0,0,0,1,0,14,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2468,Oumar Solet,fr FRA,DF,Udinese,it Serie A,24.0,2000.0,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.8,0.8,1.2,2.0,0.16,0.11,20,65,6,12,7,58.3,0.65,0.38,0.08,0.14,21.5,1,0,0,0.8,0.8,0.06,0.2,0.2,982,1110,88.5,19162,5319,2,1.2,0.8,0.8,17,54,9,2,65,1028,78,31,3,8,9,2,0,0,0,0,982,33,19,18,13,2,30,70.0,9,32,19,13,17,50,78,4,33,1.78,27,1,4,0,0,1,3,0.16,1325,175,609,632,101,15,1325,31,25,80.6,5,16.1,806,4076,2186,20,14,2,17,11,874,6,3,1,1,17,14,0,9,17,19,0,0,0,92,20,20,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2469,Jhon Solis,co COL,MF,Girona,es La Liga,19.0,2004.0,19,3,535,5.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,0.17,0.12,9,29,15,4,1,25.0,0.67,0.17,0.25,1.0,16.0,0,0,0,0.7,0.7,0.16,0.3,0.3,264,295,89.5,4005,885,0,0.1,0.3,-0.1,2,29,1,1,29,291,2,2,1,0,3,0,0,0,0,0,264,13,7,3,9,1,14,42.9,8,13,1,12,4,17,6,1,6,1.01,5,0,0,1,0,0,0,0.0,364,11,67,231,69,6,364,12,5,41.7,6,50.0,229,1305,557,9,10,1,9,10,274,15,3,0,0,9,6,0,3,4,7,0,0,0,27,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
2470,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,27.0,1997.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,5,15,33.3,144,107,0,0.0,0.0,0.0,0,1,0,0,0,6,9,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,18,15,18,0,0,0,18,0,0,,0,,6,28,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,1.0,3.21,3.0,2.0,66.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9,0.3,-0.1,-0.36,1.0,10.0,10.0,9.0,0.0,66.7,42.3,19.0,0.0,0.0,0.0,0.0,3.3,2024-2025
2471,Yann Sommer,ch SUI,GK,Inter,it Serie A,35.0,1988.0,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1167,1332,87.6,27144,17019,0,0.0,0.0,0.0,0,7,0,0,1,1162,163,37,0,1,0,0,0,0,0,0,1167,0,0,0,0,0,0,,0,0,0,0,0,0,13,1,6,0.18,6,0,0,0,0,0,0,0.0,1388,1095,1383,6,0,0,1388,0,0,,0,,925,4040,2214,0,0,0,0,0,955,0,0,0,0,0,1,0,0,0,0,0,0,0,46,4,0,100.0,29.0,0.91,110.0,81.0,76.4,20.0,8.0,4.0,13.0,40.6,4.0,3.0,1.0,0.0,31.7,0.24,0.7,0.02,91.0,226.0,40.3,1199.0,136.0,16.9,26.6,356.0,14.0,3.9,14.0,0.42,13.2,2024-2025
